source,target,length,name,highway,oneway
221,7391,241.42,T. M. Kalaw Street,unclassified,0
221,222,164.26,Quirino Avenue,unclassified,0
222,221,164.26,Quirino Avenue,unclassified,0
222,9606,304.79,Pardo de Tavera Street,unclassified,0
222,7391,379.75,E. de los Santos Street,unclassified,0
223,216,257.21,Emilio Jacinto Street,unclassified,0
223,218,232.87,Lakandula Street,unclassified,0
223,164,203.95,Emilio Jacinto Street,unclassified,0
224,8967,167.33,Carlos P. Garcia Avenue,secondary,0
224,42,119.05,Carlos P. Garcia Avenue,secondary,0
224,183,600.17,Velasquez Street,unclassified,0
225,208,95.26,Aglipay Street,residential,0
225,209,243.05,F. Agoncillo Street,residential,0
225,184,39.72,F. Agoncillo Street,residential,0
226,227,39.59,Carlos P. Garcia Avenue,secondary,0
226,9371,40.59,Carlos P. Garcia Avenue,secondary,0
227,11021,45.79,Carlos P. Garcia Avenue,secondary,0
227,226,39.59,Carlos P. Garcia Avenue,secondary,0
227,231,365.73,C. V. Francisco Street,residential,1
228,229,70.4,V. Manansala Street,residential,1
228,242,59.82,E. Alonzo Street,residential,0
229,230,38.96,A. Malantic Street,residential,0
229,237,204.35,V. Manansala Street,residential,1
230,226,357.32,H. R. Ocampo Street,residential,1
230,231,37.45,A. Malantic Street,residential,0
230,229,38.96,A. Malantic Street,residential,0
231,230,37.45,A. Malantic Street,residential,0
231,234,282.58,C. V. Francisco Street,residential,1
232,11676,39.24,Tiburcio Street,residential,0
232,236,100.07,V. Manansala Street,residential,1
233,8117,21.75,S. Flores Street,residential,0
233,236,39.54,S. Flores Street,residential,1
234,233,145.75,C. V. Francisco Street,residential,1
234,235,37.84,D. Domingo Street,residential,0
235,234,37.84,D. Domingo Street,residential,0
235,237,40.41,D. Domingo Street,residential,0
235,230,245.04,H. R. Ocampo Street,residential,1
236,235,142.1,H. R. Ocampo Street,residential,1
237,235,40.41,D. Domingo Street,residential,0
237,232,78.08,V. Manansala Street,residential,1
238,13247,5.87,Carlos P. Garcia Avenue,secondary,0
238,9497,162.35,Carlos P. Garcia Avenue,secondary,0
239,9121,76.48,V. Francisco Street,residential,1
239,240,65.72,B. Baluyot Street,residential,0
239,2537,132.84,"['Magiting Street', 'B. Baluyot Street']",residential,0
240,241,130.27,B. Baluyot Street,residential,0
240,239,65.72,B. Baluyot Street,residential,0
241,9120,166.77,Lieutenant J. Francisco Street,residential,1
241,240,130.27,B. Baluyot Street,residential,0
242,228,59.82,E. Alonzo Street,residential,0
242,243,81.31,Lieutenant J. Francisco Street,residential,1
243,249,70.68,P. Francisco Street,residential,1
243,10110,18.49,Lieutenant J. Francisco Street,residential,0
244,246,45.89,P. Francisco Street,residential,1
245,8119,124.01,Angeles Street,residential,0
245,244,108.54,V. Francisco Street,residential,1
246,247,81.53,E. Ramos Street,residential,0
246,9292,120.85,P. Francisco Street,residential,1
247,11556,52.5,V. Gonzales Street,residential,0
247,246,81.53,E. Ramos Street,residential,0
247,248,46.52,V. Gonzales Street,residential,0
248,11676,79.36,Tiburcio Street,residential,0
248,8125,95.55,Tiburcio Street,residential,0
248,247,46.52,V. Gonzales Street,residential,0
249,8125,32.71,P. Francisco Street,residential,1
249,9119,135.46,S. Salvador Street,residential,1
250,187,31.26,A. Roces Sr. Avenue,residential,0
250,188,37.39,A. Roces Sr. Avenue,residential,0
250,200,166.39,Bernardo Street,residential,0
251,7336,37.66,Xavierville Avenue,secondary,0
251,98,266.73,Chico Street,secondary,0
251,11104,63.94,Pajo Street,residential,1
252,1026,9.98,Scout Tuason Street,residential,0
252,679,47.51,Scout Tuason Street,residential,0
252,146,232.01,Don Alejandro Roces Avenue,secondary,1
253,1118,170.51,Mayon Street,secondary,0
253,1367,17.93,P. Florentino Street,tertiary,1
253,9068,134.72,Mayon Street,secondary,0
254,720,75.81,Langka Street,tertiary,0
254,257,56.4,Langka Street,tertiary,0
254,13021,77.24,Siniguelas Street,residential,1
255,262,277.79,12th Street,residential,0
255,259,280.67,12th Street,residential,0
255,569,91.25,Gilmore Avenue,secondary,1
256,361,75.04,Ermin Garcia Street,tertiary,0
256,360,187.75,Ermin Garcia Street,tertiary,1
257,715,289.1,Pajo Street,residential,1
257,254,56.4,Langka Street,tertiary,0
257,701,34.02,Langka Street,tertiary,0
258,12136,9.91,Pedro Tuazon Boulevard,secondary,1
258,8933,34.73,General Romulo Avenue,tertiary,1
259,315,94.62,Broadway Avenue,tertiary,0
259,299,89.95,Broadway Avenue,tertiary,0
259,255,280.67,12th Street,residential,0
259,568,263.77,12th Street,residential,0
260,9391,93.82,T. Gener Street,tertiary,0
260,9804,114.29,Ilang-ilang Street,residential,0
260,9802,89.62,E. Rodriguez Sr. Avenue,secondary,0
260,9803,40.78,E. Rodriguez Sr. Avenue,secondary,0
261,11,251.24,Kamuning Road,secondary,0
261,11866,230.81,Kamuning Road,secondary,0
261,9798,58.48,T. Gener Street,tertiary,0
261,1139,77.91,Scout Torillo Street,residential,0
262,12479,240.82,12th Street,residential,0
262,255,277.79,12th Street,residential,0
262,313,89.58,Doña Hemady Street,secondary,1
263,482,70.39,Pedro Tuazon Boulevard,secondary,1
263,1260,330.16,8th Avenue,tertiary,1
264,79,49.66,K-J Street,tertiary,0
264,275,48.81,K-J Street,tertiary,0
264,507,254.14,K-8th Street,residential,1
265,266,108.95,Belfast Avenue,secondary,1
265,12821,180.34,Quirino Highway,primary,1
266,269,141.26,Belfast Avenue,secondary,1
267,1662,14.68,Belfast Avenue,secondary,0
267,1658,373.34,Mindanao Avenue,secondary,1
268,10271,16.03,Mindanao Avenue,secondary,1
268,9453,47.53,Regalado Highway,primary,1
269,11953,13.37,Bulalakaw Street,residential,0
269,4654,142.94,Belfast Avenue,secondary,1
270,271,11.96,Pedro Tuazon Boulevard,secondary,0
270,7531,48.82,Pedro Tuazon Boulevard,secondary,1
271,270,11.96,Pedro Tuazon Boulevard,secondary,0
271,522,47.09,Pedro Tuazon Boulevard,secondary,0
272,1285,61.71,Pedro Tuazon Boulevard,secondary,0
272,553,64.25,Jose P. Rizal Street,tertiary,0
272,13035,98.86,Jose P. Rizal Street,tertiary,0
272,1281,108.04,Pedro Tuazon Boulevard,secondary,0
273,274,168.09,Pedro Tuazon Boulevard,secondary,0
273,2479,57.57,Pedro Tuazon Boulevard,secondary,0
274,556,65.34,Lakandula Street,tertiary,0
274,1294,63.11,Lakandula Street,residential,0
274,2476,219.22,Pedro Tuazon Boulevard,secondary,0
274,273,168.09,Pedro Tuazon Boulevard,secondary,0
275,264,48.81,K-J Street,tertiary,0
275,7768,121.73,K-9th Street,residential,1
275,7346,52.79,K-J Street,tertiary,0
276,8545,86.99,Philand Drive,residential,0
276,3654,241.14,Tandang Sora Avenue,secondary,0
276,13221,15.78,Tandang Sora Avenue,secondary,1
277,3654,183.09,Tandang Sora Avenue,secondary,0
277,8816,123.04,Tandang Sora Avenue,secondary,0
277,3627,55.46,San Miguel Street,tertiary,0
278,3726,87.3,Tandang Sora Avenue,secondary,0
278,12112,136.29,Visayas Avenue,secondary,1
279,10072,90.08,Gregorio Araneta Avenue,primary,1
279,1750,121.23,Palanza Street,residential,0
279,1501,23.32,Palanza Street,tertiary,0
280,13412,9.17,Bayani Road,residential,0
280,1498,18.26,Bayani Road,tertiary,0
280,281,206.12,Gregorio Araneta Avenue,primary,1
281,11966,230.48,Gregorio Araneta Avenue,primary,1
281,1754,127.54,Kapiligan Street,residential,0
282,1495,20.04,Kaliraya Street,tertiary,0
282,12775,97.65,Kaliraya Street,tertiary,0
282,283,113.14,Gregorio Araneta Avenue,primary,1
283,3342,133.76,Tagupo,residential,0
283,3346,204.75,Gregorio Araneta Avenue,primary,1
284,12207,53.63,Gregorio Araneta Avenue,primary,1
285,1694,131.13,Valentin Ventura Street,unclassified,0
285,1618,142.72,Gregorio Araneta Avenue,primary,1
286,12293,111.87,Sergeant Rivera Avenue,primary,1
286,11309,10.47,Biak na Bato Street,residential,0
286,291,17.91,Biak na Bato Street,unclassified,1
287,9983,42.03,Banawe Street,unclassified,0
287,288,114.14,Sergeant Rivera Avenue,primary,1
287,290,14.2,Banawe Street,secondary,0
288,13107,248.75,Sergeant Rivera Avenue,primary,1
288,11163,400.85,Sergeant Rivera Avenue,primary,1
289,12447,29.29,Sapucoy Street,residential,0
289,290,357.11,Sergeant Rivera Avenue,primary,1
290,1608,75.49,Banawe Street,secondary,0
290,287,14.2,Banawe Street,secondary,0
290,9078,147.56,Sergeant Rivera Avenue,primary,1
291,12555,6.02,Sergeant Rivera Avenue,primary,1
291,12556,11.45,Biak na Bato Street,unclassified,1
292,1215,29.33,Gregorio Araneta Avenue,primary,1
292,11409,36.98,,primary_link,1
293,1201,101.2,N. S. Amoranto Sr. Avenue,tertiary,0
293,294,329.6,Gregorio Araneta Avenue,primary,1
293,1715,25.37,N. S. Amoranto Sr. Avenue,tertiary,0
294,1200,101.43,Calamba Street,tertiary,0
294,8164,92.24,Gregorio Araneta Avenue,primary,1
295,1725,18.32,Maria Clara Street,secondary,0
295,1517,108.64,Maria Clara Street,secondary,0
295,1527,204.92,Gregorio Araneta Avenue,primary,1
296,8679,94.73,Broadway Avenue,tertiary,0
296,3002,154.85,6th Street,residential,0
296,304,280.55,6th Street,residential,0
296,8680,92.66,Broadway Avenue,tertiary,0
297,298,113.69,Broadway Avenue,tertiary,0
297,8681,110.86,Broadway Avenue,tertiary,0
297,306,281.39,9th Street,residential,0
297,3096,261.88,9th Street,residential,0
298,299,117.68,Broadway Avenue,tertiary,0
298,297,113.69,Broadway Avenue,tertiary,0
298,3007,260.68,10th Street,residential,0
298,305,280.56,10th Street,residential,0
299,259,89.95,Broadway Avenue,tertiary,0
299,298,117.68,Broadway Avenue,tertiary,0
299,569,280.36,11th Street,residential,0
299,2988,262.72,11th Street,residential,0
300,302,278.95,3rd Street,residential,1
300,8684,119.8,Broadway Avenue,tertiary,0
300,91,78.78,Broadway Avenue,tertiary,0
301,302,89.97,Gilmore Avenue,secondary,1
301,575,278.01,4th Street,residential,0
301,8684,281.99,4th Street,residential,0
302,75,90.65,Gilmore Avenue,secondary,1
302,577,278.93,3rd Street,residential,1
303,13329,64.49,Gilmore Avenue,secondary,1
303,8681,281.86,8th Street,residential,0
303,310,279.9,8th Street,residential,0
304,21,94.27,Gilmore Avenue,secondary,1
304,296,280.55,6th Street,residential,0
304,311,279.57,6th Street,residential,0
305,308,279.45,10th Street,residential,0
305,306,112.74,Gilmore Avenue,secondary,1
305,298,280.56,10th Street,residential,0
306,303,111.6,Gilmore Avenue,secondary,1
306,309,279.48,9th Street,residential,0
306,297,281.39,9th Street,residential,0
307,570,349.34,11th Street,residential,0
307,569,278.74,11th Street,residential,0
307,262,92.52,Doña Hemady Street,secondary,1
308,305,279.45,10th Street,residential,0
308,591,101.01,10th Street,residential,0
308,307,116.68,Doña Hemady Street,secondary,1
309,308,113.52,Doña Hemady Street,secondary,1
309,306,279.48,9th Street,residential,0
310,303,279.9,8th Street,residential,0
310,309,115.7,Doña Hemady Street,secondary,1
311,304,279.57,6th Street,residential,0
311,590,102.78,6th Street,residential,0
311,13,90.27,Doña Hemady Street,secondary,1
312,311,93.37,Doña Hemady Street,secondary,1
312,21,278.93,5th Street,residential,0
313,9419,33.84,Doña Hemady Street,secondary,1
313,314,278.21,13th Street,residential,0
314,255,90.87,Gilmore Avenue,secondary,1
314,313,278.21,13th Street,residential,0
314,315,279.28,13th Street,residential,0
315,92,92.14,Broadway Avenue,tertiary,0
315,259,94.62,Broadway Avenue,tertiary,0
315,314,279.28,13th Street,residential,0
315,567,264.31,13th Street,residential,0
316,7613,162.87,K-6th Street,residential,0
316,80,47.87,Anonas Street,secondary,0
316,88,63.6,Anonas Street,secondary,0
317,318,129.23,K-9th Street,residential,0
317,507,50.96,Kasing-kasing Street,residential,0
317,500,51.92,Kasing-kasing Street,residential,0
317,275,253.94,K-9th Street,residential,1
318,317,129.23,K-9th Street,residential,0
318,499,102.29,K-10th Street,residential,1
319,320,254.17,K-7th Street,residential,1
319,323,48.93,K-I Street,residential,0
319,321,52.77,K-I Street,residential,0
320,328,276.21,K-7th Street,residential,1
320,324,46.8,K-H Street,tertiary,0
320,322,50.56,K-H Street,tertiary,0
321,396,253.4,K-6th Street,residential,1
321,497,59.32,K-I Street,residential,0
321,319,52.77,K-I Street,residential,0
322,320,50.56,K-H Street,tertiary,0
322,102,60.76,K-H Street,tertiary,0
322,321,254.66,K-6th Street,residential,1
323,325,48.87,K-I Street,residential,0
323,264,252.37,K-8th Street,residential,1
323,319,48.93,K-I Street,residential,0
324,326,65.74,K-8th Street,residential,1
324,9732,52.7,K-H Street,tertiary,0
324,320,46.8,K-H Street,tertiary,0
325,7768,131.28,K-9th Street,residential,0
325,323,48.87,K-I Street,residential,0
325,326,210.07,K-9th Street,residential,0
325,9731,27.31,K-I Street,residential,0
326,325,210.07,K-9th Street,residential,0
326,323,191.21,K-8th Street,residential,1
327,322,275.62,K-6th Street,residential,1
327,498,60.18,Colonel Salgado,residential,0
327,328,52.47,Colonel Salgado,residential,0
328,329,48.05,Colonel Salgado,residential,1
328,327,52.47,Colonel Salgado,residential,0
329,330,49.21,Colonel Salgado,residential,1
329,324,274.8,K-8th Street,residential,1
330,331,58.34,Colonel Salgado,residential,1
331,1138,175.47,K-10th Street,residential,1
331,2799,309.96,"['K-G Street', 'K-10th Street']",residential,1
332,8414,8.66,Ermin Garcia Street,residential,0
332,115,69.57,Ermin Garcia Street,residential,0
332,340,240.85,Imperial Street,residential,0
333,334,67.21,Ermin Garcia Street,residential,0
333,723,65.56,Ermin Garcia Street,residential,0
334,335,70.14,Ermin Garcia Street,residential,0
334,333,67.21,Ermin Garcia Street,residential,0
334,337,209.65,Annapolis Street,residential,1
335,334,70.14,Ermin Garcia Street,residential,0
335,7488,90.87,Ermin Garcia Street,residential,0
336,337,73.6,New York Avenue,tertiary,0
336,7834,90.72,New York Avenue,tertiary,0
336,335,210.68,Montreal Street,residential,1
336,357,461.75,Montreal Street,residential,1
337,336,73.6,New York Avenue,tertiary,0
337,338,68.63,New York Avenue,tertiary,0
337,357,380.42,Annapolis Street,residential,0
338,333,220.96,Saint Mary Street,residential,1
338,339,58.92,New York Avenue,tertiary,0
338,337,68.63,New York Avenue,tertiary,0
338,347,241.49,Saint Mary Street,residential,0
339,348,240.46,West Point,residential,0
339,340,69.07,New York Avenue,tertiary,0
339,338,58.92,New York Avenue,tertiary,0
340,341,71.02,New York Avenue,tertiary,0
340,349,241.62,Imperial Street,tertiary,1
340,339,69.07,New York Avenue,tertiary,0
340,332,240.85,Imperial Street,residential,0
341,340,71.02,New York Avenue,tertiary,0
341,350,239.74,Cambridge Street,tertiary,0
341,115,226.61,Cambridge Street,tertiary,0
341,342,56.16,New York Avenue,tertiary,0
342,727,210.39,Purdue Street,residential,0
342,351,239.87,Purdue Street,residential,0
342,343,57.88,New York Avenue,tertiary,0
342,341,56.16,New York Avenue,tertiary,0
343,724,195.66,Oxford Street,residential,0
343,344,66.69,New York Avenue,tertiary,0
343,342,57.88,New York Avenue,tertiary,0
343,352,238.96,Oxford Street,residential,0
344,353,238.3,Yale Street,tertiary,0
344,345,68.11,New York Avenue,tertiary,0
344,343,66.69,New York Avenue,tertiary,0
344,725,180.09,Yale Street,residential,0
345,354,237.8,Stanford Street,residential,0
345,726,166.54,Stanford Street,residential,0
345,346,74.1,New York Avenue,tertiary,0
345,344,68.11,New York Avenue,tertiary,0
346,345,74.1,New York Avenue,tertiary,0
346,726,216.37,Ermin Garcia Street,residential,0
346,9959,9.97,Ermin Garcia Street,tertiary,0
347,348,60.67,Columbia Street,residential,0
347,2474,250.11,Saint Mary Street,residential,0
347,338,241.49,Saint Mary Street,residential,0
348,349,68.31,Columbia Street,residential,0
348,347,60.67,Columbia Street,residential,0
348,2473,249.67,West Point,residential,1
348,339,240.46,West Point,residential,0
349,350,70.19,Columbia Street,residential,0
349,348,68.31,Columbia Street,residential,0
349,12071,248.2,Imperial Street,tertiary,1
350,349,70.19,Columbia Street,residential,0
350,351,58.17,Columbia Street,residential,0
350,341,239.74,Cambridge Street,tertiary,0
351,342,239.87,Purdue Street,residential,0
351,352,58.19,Columbia Street,residential,0
351,350,58.17,Columbia Street,residential,0
352,351,58.19,Columbia Street,residential,0
352,353,65.69,Columbia Street,residential,0
352,343,238.96,Oxford Street,residential,0
352,2471,244.67,Oxford Street,residential,0
353,344,238.3,Yale Street,tertiary,0
353,354,70.26,Columbia Street,residential,0
353,352,65.69,Columbia Street,residential,0
354,398,240.64,Stanford Street,residential,0
354,345,237.8,Stanford Street,residential,0
354,355,73.76,Columbia Street,residential,0
354,353,70.26,Columbia Street,residential,0
355,394,238.39,Harvard Street,residential,0
355,356,68.71,Columbia Street,residential,0
355,354,73.76,Columbia Street,residential,0
355,9959,224.36,Harvard Street,residential,0
356,359,73.54,Columbia Street,residential,0
356,355,68.71,Columbia Street,residential,0
356,2465,233.61,15th Avenue,tertiary,1
357,397,111.69,Annapolis Street,residential,0
357,337,380.42,Annapolis Street,residential,0
358,359,68.1,Columbia Street,residential,0
358,256,72.74,Albany Street,residential,1
359,356,73.54,Columbia Street,residential,0
359,358,68.1,Columbia Street,residential,0
359,2464,231.57,Miami Street,residential,1
360,7346,266.6,"['K-J Street', 'Miami Street']",tertiary,0
360,359,201.1,Miami Street,residential,1
360,113,73.93,Ermin Garcia Street,tertiary,1
361,848,69.0,Ermin Garcia Street,tertiary,0
361,2469,273.66,Notre Dame Street,residential,1
361,256,75.04,Ermin Garcia Street,tertiary,0
362,374,227.49,Scout Castor Street,residential,1
362,146,47.72,Scout Tobias Street,tertiary,0
362,363,57.81,Scout Tobias Street,tertiary,0
363,364,52.71,Scout Tobias Street,tertiary,0
363,677,230.82,Scout Lozano Street,residential,1
363,362,57.81,Scout Tobias Street,tertiary,0
364,376,227.63,Scout Delgado Street,residential,1
364,363,52.71,Scout Tobias Street,tertiary,0
364,365,60.64,Scout Tobias Street,tertiary,0
365,364,60.64,Scout Tobias Street,tertiary,0
365,366,59.99,Scout Tobias Street,tertiary,0
365,673,230.32,Scout Doctor Lazcano Street,residential,1
366,10080,227.8,Scout De Guia Street,residential,1
366,365,59.99,Scout Tobias Street,tertiary,0
366,367,58.99,Scout Tobias Street,tertiary,0
367,366,58.99,Scout Tobias Street,tertiary,0
367,368,61.99,Scout Tobias Street,tertiary,0
367,377,227.88,Scout Gandia Street,residential,0
368,367,61.99,Scout Tobias Street,tertiary,0
368,668,229.06,Scout Fuentebella Street,residential,1
368,369,58.55,Scout Tobias Street,tertiary,0
369,378,228.04,Scout Fernandez Street,residential,1
369,368,58.55,Scout Tobias Street,tertiary,0
369,370,59.82,Scout Tobias Street,tertiary,0
370,371,89.44,Scout Tobias Street,tertiary,0
370,658,229.02,Scout Limbaga Street,residential,1
370,369,59.82,Scout Tobias Street,tertiary,0
371,370,89.44,Scout Tobias Street,tertiary,0
371,380,228.25,Scout Rallos Street,residential,1
371,372,92.73,Scout Tobias Street,tertiary,0
372,373,114.54,Scout Tobias Street,tertiary,0
372,371,92.73,Scout Tobias Street,tertiary,0
372,393,227.94,Timog Avenue,primary,0
372,7771,225.65,Timog Avenue,primary,0
373,372,114.54,Scout Tobias Street,tertiary,0
373,681,111.13,Scout Tobias Street,tertiary,0
373,8960,105.8,Scout Madriñan Street,unclassified,0
373,459,228.44,Scout Madriñan Street,unclassified,0
