id_hash,source_lat,source_lon,target_lat,target_lon,source,target,road_name
s1zf5s,14.6788501,121.0258558,14.6761598,121.0261752,2685,2684,General Avenue
hg40dn,14.6628047,121.020428,14.6619483,121.0200794,2691,3740,Congressional Avenue
p3leyr,14.6722892,121.0312765,14.6715482,121.0298288,2719,2676,Road 20
9pz32c,14.6716242,121.0323477,14.6770434,121.0321992,2721,3316,Mindanao Avenue
mmxc13,14.6704441,121.0373826,14.6691214,121.0351736,2723,8832,Congressional Avenue
wauhiv,14.6715152,121.0411862,14.6710826,121.039322,2748,868,Congressional Avenue
641btz,14.6728565,121.043366,14.6723134,121.0433446,2750,7936,Visayas Avenue
g981x,14.6766301,121.0385462,14.6765905,121.0384067,2757,400,Tandang Sora Avenue
g981x,14.6766301,121.0385462,14.6767317,121.0389147,2757,399,Tandang Sora Avenue
jj4sy7,14.6724888,121.045464,14.6720896,121.0437887,2758,7939,Congressional Avenue Extension
40700i,14.6718209,121.0430903,14.6715847,121.0433222,2759,2760,"Primary Link Road (2759, 2760)"
40700i,14.6718209,121.0430903,14.6718609,121.0433331,2759,866,Congressional Avenue
me4ue8,14.6715847,121.0433222,14.671188,121.0433067,2760,10926,Visayas Avenue
p2xbxh,14.633502,121.0451558,14.6345198,121.0454064,2765,2461,East Avenue
1h1zvl,14.6332834,121.0448046,14.6335693,121.0446183,2766,9429,EDSA
iwml5k,14.6332834,121.0448046,14.6331285,121.044514,2766,7749,"Primary Road (2766, 7749)"
squ6oe,14.63302,121.0442792,14.6330673,121.0435113,2767,7735,Timog Avenue
hg7nc4,14.6309842,121.046646,14.6311855,121.0473446,2799,498,Kamias Road
fzpgaw,14.6309842,121.046646,14.630804,121.0460206,2799,10121,Kamias Road
1h1zvl,14.6331536,121.0448912,14.6332328,121.0448393,2800,13368,"Residential Road (2800, 13368)"
n1ayjp,14.6331536,121.0448912,14.633502,121.0451558,2800,2765,East Avenue
u327wu,14.7342607,121.054505,14.734383,121.0547435,2803,12819,"Residential Road (2803, 12819)"
u327wu,14.7342607,121.054505,14.7338883,121.0534411,2803,8275,Quirino Highway
o0y6s2,14.7246025,121.0492742,14.7237126,121.0500325,2804,10825,Commonwealth Avenue
c7mqms,14.7165082,121.0612233,14.7201353,121.0612274,2805,4621,Regalado Highway
27z26a,14.7149637,121.0575344,14.7180856,121.0549289,2806,13101,"Residential Road (2806, 13101)"
369k9p,14.7148334,121.0573739,14.7117335,121.0599588,2807,2809,Commonwealth Avenue
369k9p,14.7117335,121.0599588,14.7105854,121.0609158,2809,11354,Commonwealth Avenue
4mpvu4,14.6393993,121.0569762,14.6393778,121.0563952,2813,2817,Matino Street
4mpvu4,14.6393993,121.0569762,14.6394128,121.0575445,2813,2814,Matino Street
4mpvu4,14.6394128,121.0575445,14.6391212,121.0580525,2814,2818,Matino Street
4mpvu4,14.6394128,121.0575445,14.6393993,121.0569762,2814,2813,Matino Street
4mpvu4,14.6393631,121.055739,14.6393778,121.0563952,2816,2817,Matino Street
4mpvu4,14.6393631,121.055739,14.6393323,121.0549352,2816,7747,Matino Street
4mpvu4,14.6393778,121.0563952,14.6393631,121.055739,2817,2816,Matino Street
4mpvu4,14.6393778,121.0563952,14.6393993,121.0569762,2817,2813,Matino Street
uarpuu,14.6391212,121.0580525,14.6384798,121.0581219,2818,2568,Anonas Street Extension
4mpvu4,14.6391212,121.0580525,14.6394128,121.0575445,2818,2814,Matino Street
badb94,14.6368358,121.0514868,14.6367108,121.0520508,2831,8127,V. Luna Road
badb94,14.6368358,121.0514868,14.6370634,121.050473,2831,1529,V. Luna Road
badb94,14.6365901,121.0526156,14.6364699,121.0531791,2839,2842,V. Luna Road
badb94,14.6365901,121.0526156,14.6367108,121.0520508,2839,8127,V. Luna Road
badb94,14.6364699,121.0531791,14.6363342,121.0538083,2842,2843,V. Luna Road
badb94,14.6364699,121.0531791,14.6365901,121.0526156,2842,2839,V. Luna Road
badb94,14.6363342,121.0538083,14.6364699,121.0531791,2843,2842,V. Luna Road
badb94,14.6363342,121.0538083,14.6361718,121.0545444,2843,159,V. Luna Road
ibevbn,14.6372717,121.0580619,14.6378658,121.0580814,2846,158,Anonas Street Extension
ibevbn,14.6372717,121.0580619,14.6367249,121.0581896,2846,3144,Anonas Street Extension
ksorpy,14.6176917,121.0447592,14.6180879,121.0448977,2850,3107,N. Domingo Street
ksorpy,14.6176917,121.0447592,14.6173168,121.0444437,2850,2890,N. Domingo Street
k133qp,14.6229413,121.0621377,14.6211903,121.0629711,2851,539,20th Avenue
k133qp,14.6229413,121.0621377,14.6240535,121.061609,2851,3134,20th Avenue
mby5fh,14.6172852,121.0393107,14.6167696,121.0396456,2855,578,Balete Drive
iebjzw,14.6169377,121.0439412,14.6170245,121.044065,2873,2908,N. Domingo Street
iebjzw,14.6169377,121.0439412,14.6164668,121.0443959,2873,3045,Pedro Tuazon Boulevard
4ibtec,14.6169377,121.0439412,14.6166269,121.0431953,2873,3072,N. Domingo Street
iebjzw,14.6156353,121.0455806,14.6158865,121.0450485,2882,2931,Pedro Tuazon Boulevard
iebjzw,14.6156353,121.0455806,14.6152268,121.0464361,2882,3036,Pedro Tuazon Boulevard
ksorpy,14.6173168,121.0444437,14.6176917,121.0447592,2890,2850,N. Domingo Street
ksorpy,14.6173168,121.0444437,14.6170245,121.044065,2890,2908,N. Domingo Street
ai9ygj,14.6159201,121.0506116,14.61551,121.0500843,2892,3099,Pedro Tuazon Boulevard
ai9ygj,14.6159201,121.0506116,14.6164878,121.0515928,2892,2442,Pedro Tuazon Boulevard
4hc7yy,14.6991767,121.0874404,14.6994575,121.0873781,2893,734,Commonwealth Avenue
ai9ygj,14.6149854,121.0469393,14.6150179,121.0494281,2899,3016,Pedro Tuazon Boulevard
pt0fb9,14.612324,121.0127606,14.6119686,121.0128705,2900,3034,Santol Street
pt0fb9,14.612324,121.0127606,14.6125929,121.0126858,2900,2404,Santol Street
iebjzw,14.6170245,121.044065,14.6169377,121.0439412,2908,2873,N. Domingo Street
ksorpy,14.6170245,121.044065,14.6173168,121.0444437,2908,2890,N. Domingo Street
ibevbn,14.6362142,121.0583403,14.6367249,121.0581896,2909,3144,Anonas Street Extension
ibevbn,14.6362142,121.0583403,14.635628,121.0585146,2909,87,Anonas Street Extension
fiyst,14.6100831,121.0133006,14.6096576,121.0133359,2920,3062,Santol Street
fiyst,14.6100831,121.0133006,14.6104496,121.0132646,2920,8950,Santol Street
fiyst,14.6113286,121.0130675,14.6108265,121.0132038,2921,3082,Santol Street
pt0fb9,14.6113286,121.0130675,14.6119686,121.0128705,2921,3034,Santol Street
1vf8r9,14.6245408,121.0566024,14.6248429,121.0572034,2923,748,Aurora Boulevard
iebjzw,14.6158865,121.0450485,14.6164668,121.0443959,2931,3045,Pedro Tuazon Boulevard
iebjzw,14.6158865,121.0450485,14.6156353,121.0455806,2931,2882,Pedro Tuazon Boulevard
4hc7yy,14.6968016,121.0875252,14.6991767,121.0874404,2934,2893,Commonwealth Avenue
9r2ldb,14.6989386,121.092081,14.6984335,121.0926083,2943,10554,Batasan Road
3tbg0d,14.6180513,121.0604844,14.6167035,121.0611307,2946,1250,15th Avenue
mby5fh,14.6180516,121.0388478,14.6174617,121.0392013,2952,576,Balete Drive
wio7bc,14.6301845,121.0172392,14.6298442,121.0187507,2956,12196,Scout Chuatoco Street
wio7bc,14.6301845,121.0172392,14.6302306,121.0170348,2956,7687,Scout Chuatoco Street
v9lbc4,14.6239162,121.0576599,14.6234711,121.0578665,2958,3087,15th Avenue
wwi3ir,14.6208788,121.0213248,14.6206378,121.0205629,2962,6980,E. Rodriguez Sr. Avenue
wwi3ir,14.6208788,121.0213248,14.6209621,121.0215883,2962,6981,E. Rodriguez Sr. Avenue
nh8lpp,14.6464234,121.052471,14.6461153,121.052666,2963,8225,Kalayaan Avenue
2j8xvo,14.6371169,121.0419839,14.63503,121.0433372,2972,11072,EDSA
iw5fon,14.7111598,121.0612171,14.7135994,121.0612212,2981,2808,Regalado Highway
u57r57,14.6063774,121.0181257,14.6082254,121.017184,2983,279,Gregorio Araneta Avenue
pcxi18,14.6412266,121.0468488,14.6410973,121.0468185,2984,8970,East Avenue
he4vh1,14.6412266,121.0468488,14.6418843,121.0456961,2984,11073,Senator Miriam P. Defensor-Santiago Avenue
pt0fb9,14.61414,121.0121971,14.6129429,121.0125748,2991,8953,Santol Street
omkwvq,14.61414,121.0121971,14.6146041,121.01205,2991,6880,Santol Street
bylr9a,14.6204968,121.0607695,14.6203079,121.0601767,2992,3137,Pedro Tuazon Boulevard
bylr9a,14.6204968,121.0607695,14.6206507,121.061299,2992,3151,Pedro Tuazon Boulevard
v9lbc4,14.6230153,121.0580894,14.6225353,121.0583173,2997,3050,15th Avenue
v13vxy,14.6291865,121.0217646,14.6288205,121.0234434,3000,7690,Scout Chuatoco Street
wio7bc,14.6291865,121.0217646,14.629388,121.0208408,3000,3345,Scout Chuatoco Street
ttqs1r,14.6242479,121.0428284,14.6244073,121.0425092,3001,9791,E. Rodriguez Sr. Avenue
ttqs1r,14.6242479,121.0428284,14.623761,121.043777,3001,8971,E. Rodriguez Sr. Avenue
4ibtec,14.6152238,121.040612,14.616349,121.0425528,3005,3044,N. Domingo Street
l42xt5,14.6152238,121.040612,14.6167019,121.0396953,3005,1777,Balete Drive
6aotwd,14.6152238,121.040612,14.6127856,121.0384148,3005,3329,N. Domingo Street
mby5fh,14.6187999,121.0383947,14.6182323,121.0387404,3008,588,Balete Drive
ai9ygj,14.6150179,121.0494281,14.6149854,121.0469393,3016,2899,Pedro Tuazon Boulevard
ai9ygj,14.6150179,121.0494281,14.61551,121.0500843,3016,3099,Pedro Tuazon Boulevard
v9lbc4,14.6243904,121.0574312,14.6239162,121.0576599,3018,2958,15th Avenue
h6e4fb,14.6194217,121.0440909,14.619109,121.0435303,3019,68,Aurora Boulevard
bgumxs,14.6170982,121.0647728,14.616121,121.0652048,3020,1313,20th Avenue
bgumxs,14.6170982,121.0647728,14.6187136,121.0640511,3020,1314,20th Avenue
pt0fb9,14.6119686,121.0128705,14.612324,121.0127606,3034,2900,Santol Street
pt0fb9,14.6119686,121.0128705,14.6113286,121.0130675,3034,2921,Santol Street
iebjzw,14.6152268,121.0464361,14.6150236,121.0468595,3036,12733,"Residential Road (3036, 12733)"
iebjzw,14.6152268,121.0464361,14.6156353,121.0455806,3036,2882,Pedro Tuazon Boulevard
zb2weo,14.6190316,121.0435788,14.619355,121.04413,3037,9686,Aurora Boulevard
v88j8k,14.6311947,121.0221953,14.6304825,121.0255143,3040,1032,Don Alejandro Roces Avenue
4ibtec,14.616349,121.0425528,14.6166269,121.0431953,3044,3072,N. Domingo Street
4ibtec,14.616349,121.0425528,14.6152238,121.040612,3044,3005,N. Domingo Street
iebjzw,14.6164668,121.0443959,14.6169377,121.0439412,3045,2873,Pedro Tuazon Boulevard
iebjzw,14.6164668,121.0443959,14.6158865,121.0450485,3045,2931,Pedro Tuazon Boulevard
b5hwmz,14.6428463,121.0542395,14.6412587,121.0546535,3046,109,Kalayaan Avenue
jxxnn0,14.6179758,121.0516027,14.6166806,121.05218,3048,10814,EDSA
v9lbc4,14.6225353,121.0583173,14.6212722,121.0589366,3050,3171,15th Avenue
gs7ii2,14.6374732,121.0459862,14.6371278,121.045905,3056,7698,East Avenue
fiyst,14.6096576,121.0133359,14.6092402,121.0135715,3062,8947,Santol Street
fiyst,14.6096576,121.0133359,14.6100831,121.0133006,3062,2920,Santol Street
x4mn52,14.6240722,121.0460796,14.6236501,121.0456655,3067,1050,New York Street
x4mn52,14.6240722,121.0460796,14.6244543,121.0464877,3067,1066,New York Street
4ibtec,14.6166269,121.0431953,14.616349,121.0425528,3072,3044,N. Domingo Street
4ibtec,14.6166269,121.0431953,14.6169377,121.0439412,3072,2873,N. Domingo Street
wio7bc,14.6296087,121.0198284,14.6298302,121.0188127,3080,9883,Scout Chuatoco Street
wio7bc,14.6296087,121.0198284,14.629388,121.0208408,3080,3345,Scout Chuatoco Street
fiyst,14.6108265,121.0132038,14.6105678,121.0132534,3082,7662,Santol Street
fiyst,14.6108265,121.0132038,14.6113286,121.0130675,3082,2921,Santol Street
v9lbc4,14.6234711,121.0578665,14.6230153,121.0580894,3087,2997,15th Avenue
ai9ygj,14.61551,121.0500843,14.6150179,121.0494281,3099,3016,Pedro Tuazon Boulevard
ai9ygj,14.61551,121.0500843,14.6159201,121.0506116,3099,2892,Pedro Tuazon Boulevard
ksorpy,14.6180879,121.0448977,14.61992,121.0459446,3107,10062,N. Domingo Street
ksorpy,14.6180879,121.0448977,14.6176917,121.0447592,3107,2850,N. Domingo Street
k133qp,14.6240535,121.061609,14.6264571,121.0604418,3134,538,20th Avenue
k133qp,14.6240535,121.061609,14.6229413,121.0621377,3134,2851,20th Avenue
bylr9a,14.6203079,121.0601767,14.6200931,121.0594963,3137,99,Pedro Tuazon Boulevard
bylr9a,14.6203079,121.0601767,14.6204968,121.0607695,3137,2992,Pedro Tuazon Boulevard
ibevbn,14.6367249,121.0581896,14.6362142,121.0583403,3144,2909,Anonas Street Extension
ibevbn,14.6367249,121.0581896,14.6372717,121.0580619,3144,2846,Anonas Street Extension
bylr9a,14.6206507,121.061299,14.6204968,121.0607695,3151,2992,Pedro Tuazon Boulevard
bylr9a,14.6206507,121.061299,14.6211903,121.0629711,3151,539,Pedro Tuazon Boulevard
wfr4hu,14.6459836,121.0480507,14.648545,121.0493294,3154,10027,East Avenue
pd5yic,14.639821,121.0119947,14.639953,121.0131261,3158,920,Del Monte Avenue
kw4wg3,14.639821,121.0119947,14.6397219,121.011291,3158,1727,Del Monte Avenue
5u7o62,14.6521905,121.0182471,14.652993,121.0183606,3160,2146,Fernando Poe Jr. Avenue
5u7o62,14.6520035,121.0182171,14.6521905,121.0182471,3165,3160,Fernando Poe Jr. Avenue
v9lbc4,14.6209958,121.0582994,14.6212722,121.0589366,3170,3171,Velante Drive
v9lbc4,14.6212722,121.0589366,14.6209958,121.0582994,3171,3170,Velante Drive
v9lbc4,14.6212722,121.0589366,14.6207365,121.0591885,3171,7556,15th Avenue
2r032a,14.6966857,121.0944548,14.6966227,121.0945284,3174,10607,Batasan Road
2v56ey,14.6425604,121.0260309,14.6426529,121.0264839,3206,3540,Del Monte Avenue
2v56ey,14.6425604,121.0260309,14.6424323,121.025538,3206,8448,Del Monte Avenue
1t1rz8,14.6297702,121.0093994,14.6293958,121.0085633,3212,1205,Maria Clara Street
1t1rz8,14.6297702,121.0093994,14.6301007,121.0101067,3212,1517,Maria Clara Street
n8o6pj,14.6697065,121.0247296,14.670228,121.0254336,3213,2675,Road 20
n8o6pj,14.6697065,121.0247296,14.6694622,121.0243306,3213,2674,Road 20
n8o6pj,14.6692992,121.0239231,14.6694622,121.0243306,3214,2674,Road 20
me9aya,14.6681904,121.0556194,14.6682658,121.0554792,3228,7964,Tandang Sora Avenue
me9aya,14.6681904,121.0556194,14.6679087,121.0565091,3228,7962,Tandang Sora Avenue
cwpvyl,14.6735386,121.0558644,14.6733198,121.0571974,3230,7353,Congressional Avenue Extension
4uq8hl,14.6669994,121.0696956,14.6676931,121.0693491,3245,8685,Luzon Avenue
uo6w4m,14.669251,121.0686818,14.6695092,121.0686679,3251,8934,Luzon Avenue
cwpvyl,14.6736305,121.0552289,14.6735386,121.0558644,3266,3230,Congressional Avenue Extension
qtxk39,14.6643112,121.0719737,14.6640774,121.0726618,3272,10149,"Primary Link Road (3272, 10149)"
jc6k40,14.6721347,121.0651293,14.6721015,121.0653684,3290,10910,Congressional Avenue Extension
5nrxv5,14.6642209,121.0706123,14.6640238,121.0699281,3297,10146,Tandang Sora Avenue
5nrxv5,14.6642209,121.0706123,14.6644067,121.0712545,3297,9716,Tandang Sora Avenue
e83z9h,14.6657403,121.0634368,14.6664424,121.0622414,3304,7354,Tandang Sora Avenue
e83z9h,14.6657403,121.0634368,14.6652457,121.0660671,3304,7957,Tandang Sora Avenue
qlnoqy,14.6929201,121.0298722,14.6923194,121.0293433,3307,7478,Quirino Highway
4z2dy3,14.6921586,121.0358491,14.6917919,121.035506,3309,3313,Sauyo Road
4z2dy3,14.6921586,121.0358491,14.6923955,121.0375424,3309,6020,Sauyo Road
arv1os,14.6950952,121.0493516,14.6950966,121.0495621,3310,10177,Sauyo Road
sawvrf,14.6950952,121.0493516,14.6943245,121.0439213,3310,5847,Sauyo Road
ha3n1s,14.6934169,121.0564852,14.6930178,121.0593399,3311,5209,Sauyo Road
wwcdjk,14.6930355,121.0598388,14.6930178,121.0593399,3312,5209,Sauyo Road
buplsk,14.6930355,121.0598388,14.6930313,121.0603064,3312,5215,Republic Avenue
4z2dy3,14.6917919,121.035506,14.6915076,121.035021,3313,6045,Don Julio Gregorio Street
4z2dy3,14.6917919,121.035506,14.6921586,121.0358491,3313,3309,Sauyo Road
jn9uuh,14.6879598,121.0311628,14.688968,121.0299877,3315,3969,Mindanao Avenue
q2sxbf,14.6770434,121.0321992,14.6768743,121.0325645,3316,402,Tandang Sora Avenue
ku3mgd,14.6770434,121.0321992,14.6776601,121.0321831,3316,3725,Mindanao Avenue
ljat26,14.6104788,121.0365882,14.6112815,121.0361566,3318,1097,Senator Jose O. Vera Street
ljat26,14.6104788,121.0365882,14.6100842,121.0368028,3318,1571,Senator Jose O. Vera Street
iwii5l,14.6069836,121.038506,14.6066134,121.038087,3321,3324,Santolan Road
iwii5l,14.6069836,121.038506,14.6071185,121.0386585,3321,12850,"Residential Road (3321, 12850)"
zb2weo,14.6182223,121.0422304,14.6187936,121.0431762,3322,1776,Aurora Boulevard
h6e4fb,14.6182485,121.0420994,14.6167696,121.0396456,3323,578,Aurora Boulevard
iwii5l,14.6066134,121.038087,14.6069836,121.038506,3324,3321,Santolan Road
6aotwd,14.6127856,121.0384148,14.6152238,121.040612,3329,3005,N. Domingo Street
wio7bc,14.629388,121.0208408,14.6296087,121.0198284,3345,3080,Scout Chuatoco Street
wio7bc,14.629388,121.0208408,14.6291865,121.0217646,3345,3000,Scout Chuatoco Street
ma1zm5,14.6812693,121.0695821,14.6810259,121.0695631,3366,3365,Luzon Avenue
9zldax,14.6843636,121.0698645,14.6840859,121.0698136,3368,3367,Luzon Avenue
6baqkv,14.7064212,121.0672232,14.7064225,121.069344,3429,10717,Commonwealth Avenue
jigejh,14.7060351,121.0716051,14.7058543,121.0721415,3430,3487,Commonwealth Avenue
j9fgy5,14.6991504,121.0676697,14.6999249,121.0677098,3442,3485,Regalado Avenue
yhjp7s,14.7022063,121.0682377,14.7043238,121.0690161,3470,3475,Regalado Avenue
yhjp7s,14.7043238,121.0690161,14.7056933,121.0693994,3475,3479,Regalado Avenue
j9fgy5,14.7016695,121.0680507,14.7022063,121.0682377,3477,3470,Regalado Avenue
yhjp7s,14.7056933,121.0693994,14.7064238,121.0694319,3479,153,Regalado Avenue
j9fgy5,14.6999249,121.0677098,14.7016695,121.0680507,3485,3477,Regalado Avenue
jigejh,14.7058543,121.0721415,14.7052974,121.0738486,3487,10794,Commonwealth Avenue
wfr4hu,14.6449958,121.0478104,14.6456043,121.047958,3522,3524,East Avenue
wfr4hu,14.6456043,121.047958,14.6459836,121.0480507,3524,3154,East Avenue
badb94,14.6376579,121.0476882,14.6375817,121.0480395,3526,157,V. Luna Road
badb94,14.6376579,121.0476882,14.6379812,121.0462198,3526,160,V. Luna Road
a6afvo,14.6372654,121.0421727,14.6383998,121.0414337,3528,9603,EDSA
2v56ey,14.6426529,121.0264839,14.6425604,121.0260309,3540,3206,Del Monte Avenue
fbqdr9,14.6463301,121.0279829,14.647909,121.0283421,3554,8166,West Avenue
me9aya,14.6708975,121.0518196,14.6721183,121.0503902,3620,3822,Tandang Sora Avenue
me9aya,14.6708975,121.0518196,14.669632,121.0532248,3620,9471,Tandang Sora Avenue
x1ffku,14.6715857,121.033024,14.6716242,121.0323477,3625,2721,Pluto Street
uyujui,14.6715857,121.033024,14.6713733,121.0356695,3625,3222,Pluto Street
uf1eik,14.6745093,121.0469387,14.6754189,121.0455205,3654,277,Tandang Sora Avenue
deqsgj,14.6745093,121.0469387,14.6734863,121.0489103,3654,276,Tandang Sora Avenue
afcpyp,14.6577024,121.0159895,14.6576737,121.0143313,3659,7653,EDSA
me4ue8,14.6690669,121.0432187,14.668629,121.0432031,3660,10924,Visayas Avenue
ui19x1,14.6789581,121.0253036,14.6788501,121.0258558,3677,2685,Tandang Sora Avenue
afcpyp,14.6577329,121.0174683,14.6577024,121.0159895,3714,3659,EDSA
hi61cf,14.6820578,121.035069,14.6828657,121.0375849,3721,3663,Banlat Road
4endy,14.6820578,121.035069,14.6815021,121.0349587,3721,3697,Banlat Road
ku3mgd,14.6799174,121.0321237,14.6814606,121.0320817,3724,13553,"Residential Road (3724, 13553)"
ku3mgd,14.6776601,121.0321831,14.6792255,121.0321422,3725,3818,Mindanao Avenue
unjqc9,14.6763096,121.042827,14.6761268,121.043616,3726,278,Tandang Sora Avenue
yn8lfl,14.6851247,121.0319344,14.6860644,121.0317931,3728,4136,Mindanao Avenue
40700i,14.6713983,121.0412151,14.6718209,121.0430903,3736,2759,Congressional Avenue
hg40dn,14.6619483,121.0200794,14.660479,121.0199414,3740,9851,Congressional Avenue
xz0boi,14.6767473,121.0342905,14.6768743,121.0325645,3775,402,Tandang Sora Avenue
q2sxbf,14.6767473,121.0342905,14.6767316,121.034833,3775,2731,Tandang Sora Avenue
ku3mgd,14.6819219,121.0320692,14.6831656,121.0320477,3791,8566,Mindanao Avenue
hi61cf,14.6829332,121.03828,14.6828657,121.0375849,3812,3663,Banlat Road
ku3mgd,14.6792255,121.0321422,14.6795995,121.0321324,3818,7859,Mindanao Avenue
obsums,14.6721183,121.0503902,14.6733064,121.0490987,3822,7349,Tandang Sora Avenue
me9aya,14.6721183,121.0503902,14.6708975,121.0518196,3822,3620,Tandang Sora Avenue
4endy,14.6792163,121.0345222,14.678722,121.0346308,3834,3780,Banlat Road
n8o6pj,14.6690757,121.0234803,14.6692992,121.0239231,3846,3214,Road 20
th9mqd,14.678062,121.0320068,14.678007,121.0320086,3866,13235,"Residential Road (3866, 13235)"
ucjk0y,14.6574973,121.0166013,14.6575269,121.0193436,3868,7654,EDSA
cizdae,14.6576217,121.0107948,14.6575613,121.0065799,3885,8309,EDSA
c9r5uc,14.667645,121.0432781,14.6685403,121.043331,3891,11058,Visayas Avenue
6aqn68,14.6777096,121.0305955,14.6778639,121.0302564,3892,3668,Tandang Sora Avenue
4endy,14.6777848,121.0352845,14.678722,121.0346308,3905,3780,Banlat Road
n8o6pj,14.6683228,121.0207999,14.668514,121.0225177,3915,2686,Road 20
n8o6pj,14.6683228,121.0207999,14.6682797,121.0203754,3915,2672,Road 20
o6pg2w,14.6852035,121.0317392,14.6836347,121.0318641,3932,4041,Mindanao Avenue
szmnxe,14.6499535,121.0336241,14.647009,121.0355544,3936,7733,EDSA
t40kf2,14.6664625,121.0323997,14.6660104,121.0313975,3942,7856,Congressional Avenue
lzi5sl,14.6508801,121.0289004,14.6489293,121.0284537,3946,13395,"Residential Road (3946, 13395)"
kwd6nk,14.6767044,121.0463171,14.6763368,121.0466387,3949,3816,Corina Avenue
6aqn68,14.6780868,121.0297167,14.6778639,121.0302564,3964,3668,Tandang Sora Avenue
jn9uuh,14.688968,121.0299877,14.6891074,121.0297323,3969,7558,Mindanao Avenue
6bhjz1,14.6710163,121.0289959,14.6712117,121.0293205,3977,2677,Road 20
6bhjz1,14.6710163,121.0289959,14.6707474,121.0282619,3977,2681,Road 20
5u7o62,14.6505551,121.0179887,14.6520035,121.0182171,4005,3165,Fernando Poe Jr. Avenue
5u7o62,14.6505551,121.0179887,14.6466674,121.0174004,4005,897,Fernando Poe Jr. Avenue
6aqn68,14.6782188,121.0294306,14.6780868,121.0297167,4017,3964,Tandang Sora Avenue
s1zf5s,14.6744714,121.0260372,14.6761598,121.0261752,4022,2684,General Avenue
4endy,14.6810817,121.0349295,14.6815021,121.0349587,4025,3697,Banlat Road
4endy,14.6810817,121.0349295,14.6804579,121.0347242,4025,3750,Banlat Road
jhcu0w,14.6736067,121.0510547,14.6738073,121.0537102,4027,8675,Congressional Avenue Extension
kwd6nk,14.6772353,121.0460998,14.6767044,121.0463171,4036,3949,Himlayan Road
o6pg2w,14.6836347,121.0318641,14.6831643,121.0318751,4041,8567,Mindanao Avenue
g981x,14.6767189,121.0351385,14.6767008,121.0354323,4042,401,Tandang Sora Avenue
q2sxbf,14.6767189,121.0351385,14.6767316,121.034833,4042,2731,Tandang Sora Avenue
th9mqd,14.6803386,121.0319393,14.6802943,121.0319407,4051,13237,"Residential Road (4051, 13237)"
g981x,14.6765295,121.0372101,14.6767008,121.0354323,4092,401,Tandang Sora Avenue
g981x,14.6765295,121.0372101,14.6764674,121.0378245,4092,2734,Tandang Sora Avenue
sawvrf,14.6931119,121.0421281,14.6930299,121.0412067,4108,12493,"Residential Road (4108, 12493)"
sawvrf,14.6931119,121.0421281,14.6943528,121.0430811,4108,5849,Sauyo Road
yn8lfl,14.6860644,121.0317931,14.6865702,121.0317062,4136,12362,Mindanao Avenue
r47yy1,14.6930188,121.0633782,14.6930313,121.0603064,4147,5215,Republic Avenue
ollh9m,14.6930686,121.0669996,14.6935586,121.0674072,4148,4149,Republic Avenue
r47yy1,14.6930686,121.0669996,14.6930278,121.0661133,4148,10881,Republic Avenue
ollh9m,14.6935586,121.0674072,14.693778,121.0675907,4149,4427,Regalado Avenue
ollh9m,14.6935586,121.0674072,14.6930686,121.0669996,4149,4148,Republic Avenue
p00ucy,14.7051721,121.0755004,14.7054931,121.0736743,4152,12085,Commonwealth Avenue
dekqcp,14.7050861,121.0818816,14.7050947,121.0818245,4154,10754,Commonwealth Avenue
yo6zee,14.7018658,121.0347582,14.7007999,121.0349215,4234,2437,Pablo dela Cruz Street
unjqc9,14.6763383,121.0426995,14.6763096,121.042827,4251,3726,Tandang Sora Avenue
unjqc9,14.6765084,121.0419235,14.6765989,121.0415294,4255,3976,Tandang Sora Avenue
unjqc9,14.6767541,121.0407923,14.6767317,121.0389147,4260,399,Tandang Sora Avenue
unjqc9,14.6767541,121.0407923,14.6765989,121.0415294,4260,3976,Tandang Sora Avenue
j9fgy5,14.6971308,121.0676738,14.6991504,121.0676697,4287,3442,Regalado Avenue
mfzbti,14.7474591,121.0817411,14.7490758,121.0830311,4305,12166,Quirino Highway
cwegsg,14.7408783,121.0754957,14.7445126,121.0779397,4316,8882,Quirino Highway
mfzbti,14.7447742,121.0779586,14.7457138,121.0789173,4329,9365,Quirino Highway
p00ucy,14.7051435,121.0812337,14.7051678,121.0782785,4333,4481,Commonwealth Avenue
bhruvv,14.6960304,121.0676719,14.6966133,121.0676716,4341,4529,Regalado Avenue
vukrg9,14.7059922,121.0721858,14.7061874,121.071603,4356,4367,Commonwealth Avenue
vho2l4,14.6228354,121.0739549,14.6237414,121.074347,4358,72,Katipunan Avenue
vukrg9,14.7061874,121.071603,14.7065448,121.070453,4367,13357,"Residential Road (4367, 13357)"
ollh9m,14.693778,121.0675907,14.6935586,121.0674072,4427,4149,Regalado Avenue
ollh9m,14.693778,121.0675907,14.6939635,121.0676185,4427,10878,Regalado Avenue
p00ucy,14.7051678,121.0782785,14.7051721,121.0755004,4481,4152,Commonwealth Avenue
bhruvv,14.6954295,121.0676727,14.6960304,121.0676719,4488,4341,Regalado Avenue
g78v7q,14.6905577,121.0871414,14.6881295,121.087051,4518,9384,Commonwealth Avenue
bhruvv,14.6966133,121.0676716,14.6971308,121.0676738,4529,4287,Regalado Avenue
ovtgrn,14.7067709,121.0643072,14.706415,121.065424,4533,10797,Commonwealth Avenue
p9qmiq,14.7065666,121.0672017,14.7067701,121.0646692,4551,9483,Commonwealth Avenue
